,cluster,f1,fbest,freq,grad,sol
604,13,200,[15.201078408658827],"211.9015832458824, 711.6881603446714, 1293.1419927704392, 2043.0201237886245, 2647.1012613878006, 3111.580490222505",600,"[9.864287484575119, 8.629265683101481, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 8.2119407470027, 11.519907529961618, 10.655864405905865, 12.173810127008409, 14.44826558952208, 15.575734717437228, 8.629265683101481, 8.929406659472148, 9.864287484575119, 7.8259592325211305, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 10.655864405905865, 8.929406659472148, 9.384479787069132, 7.8259592325211305, 11.24134466830878, 10.22376337832985, 9.384479787069132, 12.173810127008409, 9.864287484575119, 8.629265683101481, 11.24134466830878, 9.384479787069132, 11.519907529961618, 11.24134466830878, 8.629265683101481, 10.22376337832985, 8.629265683101481, 9.384479787069132, 7.8259592325211305, 8.2119407470027, 8.2119407470027, 9.384479787069132]"
605,14,200,[15.814766944843473],"212.2015906124893, 713.7063817014304, 1298.376622340843, 2055.512430837953, 2742.6751633647236, 3121.439888583792",600,"[9.864287484575119, 8.674169433496534, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 8.157138937331641, 11.519907529961618, 10.655864405905865, 12.173810127008409, 14.44826558952208, 15.575734717437228, 8.674169433496534, 8.929406659472148, 9.864287484575119, 7.8259592325211305, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 10.655864405905865, 8.929406659472148, 9.384479787069132, 7.8259592325211305, 11.24134466830878, 10.22376337832985, 9.384479787069132, 12.173810127008409, 9.864287484575119, 8.674169433496534, 11.24134466830878, 9.384479787069132, 11.519907529961618, 11.24134466830878, 8.385597523933045, 10.22376337832985, 8.674169433496534, 9.384479787069132, 7.8259592325211305, 8.385597523933045, 8.157138937331641, 9.384479787069132]"
606,15,200,[16.01819457350918],"212.21334813523134, 713.2846216276587, 1300.091519508456, 2061.2304085955693, 2753.684549043065, 3118.047623558548",600,"[9.864287484575119, 8.674169433496534, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 8.157138937331641, 11.519907529961618, 10.655864405905865, 12.173810127008409, 14.44826558952208, 15.575734717437228, 8.674169433496534, 8.929406659472148, 9.864287484575119, 7.8259592325211305, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 10.655864405905865, 8.929406659472148, 9.325298108301542, 7.8259592325211305, 11.24134466830878, 10.22376337832985, 9.473252305220516, 12.173810127008409, 9.864287484575119, 8.674169433496534, 11.24134466830878, 9.325298108301542, 11.519907529961618, 11.24134466830878, 8.385597523933045, 10.22376337832985, 8.674169433496534, 9.473252305220516, 7.8259592325211305, 8.385597523933045, 8.157138937331641, 9.325298108301542]"
607,16,200,[15.000763311571674],"214.32865013128767, 729.1153543864426, 1300.4317538163864, 2069.0246664532106, 2743.5768730853983, 3152.5460783174417",600,"[9.991023116077407, 8.674169433496534, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 8.157138937331641, 11.519907529961618, 10.655864405905865, 12.173810127008409, 14.44826558952208, 15.575734717437228, 8.674169433496534, 8.929406659472148, 9.800919668823973, 7.8259592325211305, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 10.655864405905865, 8.929406659472148, 9.325298108301542, 7.8259592325211305, 11.24134466830878, 10.22376337832985, 9.473252305220516, 12.173810127008409, 9.800919668823973, 8.674169433496534, 11.24134466830878, 9.325298108301542, 11.519907529961618, 11.24134466830878, 8.385597523933045, 10.22376337832985, 8.674169433496534, 9.473252305220516, 7.8259592325211305, 8.385597523933045, 8.157138937331641, 9.325298108301542]"
608,17,200,[17.87273054000778],"213.74840674353743, 725.5625815375481, 1289.256226179003, 2045.3125520790713, 2725.712758370321, 3511.107023748094",600,"[9.991023116077407, 8.674169433496534, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 8.157138937331641, 11.519907529961618, 10.760966400881138, 12.285485360657244, 14.44826558952208, 15.575734717437228, 8.674169433496534, 8.929406659472148, 9.800919668823973, 7.8259592325211305, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 10.55076241093059, 8.929406659472148, 9.384479787069132, 7.8259592325211305, 11.24134466830878, 10.22376337832985, 9.384479787069132, 12.062134893359572, 9.800919668823973, 8.674169433496534, 11.24134466830878, 9.384479787069132, 11.519907529961618, 11.24134466830878, 8.385597523933045, 10.22376337832985, 8.674169433496534, 9.384479787069132, 7.8259592325211305, 8.385597523933045, 8.157138937331641, 9.384479787069132]"
609,18,200,[14.628849222183016],"213.9701334609341, 724.6745942030374, 1287.6200483787939, 2036.4327426344696, 2636.9020365689594, 3116.6195442765447",600,"[9.991023116077407, 8.706434110707956, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 8.2119407470027, 11.519907529961618, 10.760966400881138, 12.285485360657244, 14.44826558952208, 15.575734717437228, 8.706434110707956, 8.929406659472148, 9.800919668823973, 7.8259592325211305, 10.22376337832985, 7.8259592325211305, 11.24134466830878, 10.55076241093059, 8.929406659472148, 9.325298108301542, 7.8259592325211305, 11.24134466830878, 10.22376337832985, 9.473252305220516, 12.062134893359572, 9.800919668823973, 8.51351304169177, 11.24134466830878, 9.325298108301542, 11.519907529961618, 11.24134466830878, 8.51351304169177, 10.22376337832985, 8.706434110707956, 9.473252305220516, 7.8259592325211305, 8.2119407470027, 8.2119407470027, 9.325298108301542]"
610,19,200,[15.017474335452379],"214.01825049248777, 726.2589013824357, 1299.9728597527007, 2061.1357817383196, 2739.059807345811, 3150.0776035149356",600,"[9.991023116077407, 8.674169433496534, 10.22376337832985, 7.8259592325211305, 11.192142931532539, 8.157138937331641, 11.519907529961618, 10.760966400881138, 12.285485360657244, 14.44826558952208, 15.575734717437228, 8.674169433496534, 8.929406659472148, 9.800919668823973, 7.8259592325211305, 10.22376337832985, 7.8259592325211305, 11.315147273473148, 10.55076241093059, 8.929406659472148, 9.325298108301542, 7.8259592325211305, 11.315147273473148, 10.22376337832985, 9.473252305220516, 12.062134893359572, 9.800919668823973, 8.674169433496534, 11.192142931532539, 9.325298108301542, 11.519907529961618, 11.192142931532539, 8.385597523933045, 10.22376337832985, 8.674169433496534, 9.473252305220516, 7.8259592325211305, 8.385597523933045, 8.157138937331641, 9.325298108301542]"
611,20,200,[19.77053739108684],"214.03635816004225, 725.9252187907877, 1300.4097430676243, 2066.651909189368, 2759.361189883636, 3600.455944061837",600,"[9.991023116077407, 8.674169433496534, 10.22376337832985, 7.754122436087433, 11.192142931532539, 8.157138937331641, 11.519907529961618, 10.760966400881138, 12.285485360657244, 14.44826558952208, 15.575734717437228, 8.674169433496534, 8.929406659472148, 9.800919668823973, 7.873850430143596, 10.22376337832985, 7.754122436087433, 11.315147273473148, 10.55076241093059, 8.929406659472148, 9.325298108301542, 7.873850430143596, 11.315147273473148, 10.22376337832985, 9.473252305220516, 12.062134893359572, 9.800919668823973, 8.674169433496534, 11.192142931532539, 9.325298108301542, 11.519907529961618, 11.192142931532539, 8.385597523933045, 10.22376337832985, 8.674169433496534, 9.473252305220516, 7.873850430143596, 8.385597523933045, 8.157138937331641, 9.325298108301542]"
612,0,400,[13.29245687],"422.21094742109375, 590.4935804387678, 759.2720051139152, 1104.6263452718094, 1170.7767991992432, 1419.9502192322934",200,"[2.5954927853206757, 3.734779394115929, 3.4353120514383937, 3.4602382030218104, 3.7465410474012906, 3.722326599330228, 2.5780553950433003, 3.0968859782692655, 3.8088983570588373, 3.0303717505777983, 4.298466925761206, 3.55769322295168, 3.9866798223871536, 2.7906563714867234, 3.1115723177603853, 2.874847035354019, 2.69874078582864, 4.619345690238994, 3.5346832350452497, 3.8828546202462713, 3.1917021199916884, 3.2998708021706307, 3.9799944137472396, 3.1115439828116074, 2.09946618433581, 3.776479943259549, 2.7335332037934186, 2.4827925405721287, 3.0934661226883806, 4.4083119030332725, 3.541861265766334, 3.5222411476575024, 2.1916920838307448, 2.875856544756056, 4.007030441020007, 2.8701699710472393, 2.3332990331357277, 2.0443260971526755, 2.8844506603768156, 2.4177467707788325]"
613,10,400,[23.546945824660007],"457.66154430951076, 651.3220380712667, 742.2744943032593, 1124.5328992784125, 1272.966465251406, 1475.8671377265111",200,"[7.9543666274895255, 11.2734152046995, 10.526014562940485, 10.526014562940485, 11.2734152046995, 11.2734152046995, 7.9543666274895255, 9.40089131754418, 11.2734152046995, 9.40089131754418, 13.060168243191718, 10.526014562940485, 11.892419473050504, 8.577588349812512, 9.40089131754418, 8.577588349812512, 7.9543666274895255, 13.858037070716982, 10.526014562940485, 11.892419473050504, 9.40089131754418, 9.40089131754418, 11.892419473050504, 9.40089131754418, 6.335484365319231, 11.2734152046995, 7.9543666274895255, 7.2338383444866885, 9.40089131754418, 13.060168243191718, 10.526014562940485, 10.526014562940485, 6.335484365319231, 8.577588349812512, 11.892419473050504, 8.577588349812512, 7.2338383444866885, 6.335484365319231, 8.577588349812512, 7.2338383444866885]"
614,11,400,[22.667867771369366],"459.01921808214195, 651.6284238282269, 788.5532383471127, 1124.7702895246243, 1268.45301468147, 1478.9760286549533",200,"[7.9543666274895255, 11.2734152046995, 10.526014562940485, 10.526014562940485, 11.2734152046995, 11.2734152046995, 7.9543666274895255, 9.317771136049563, 11.2734152046995, 9.317771136049563, 13.060168243191718, 10.526014562940485, 11.892419473050504, 8.577588349812512, 9.317771136049563, 8.577588349812512, 7.9543666274895255, 13.858037070716982, 10.526014562940485, 11.892419473050504, 9.317771136049563, 9.899612406511892, 11.892419473050504, 9.317771136049563, 6.335484365319231, 11.2734152046995, 7.9543666274895255, 7.2338383444866885, 9.317771136049563, 13.060168243191718, 10.526014562940485, 10.526014562940485, 6.335484365319231, 8.577588349812512, 11.892419473050504, 8.577588349812512, 7.2338383444866885, 6.335484365319231, 8.577588349812512, 7.2338383444866885]"
615,12,400,[23.183276823549328],"458.913198297731, 652.3199838080051, 772.3397640050999, 1129.914574954569, 1267.2850635341065, 1479.6047952975994",200,"[7.760322270545965, 11.2734152046995, 10.526014562940485, 10.526014562940485, 11.2734152046995, 11.2734152046995, 7.760322270545965, 9.266304091264463, 11.2734152046995, 9.266304091264463, 13.060168243191718, 10.526014562940485, 11.892419473050504, 8.222930361108782, 9.266304091264463, 8.628993158650598, 8.222930361108782, 13.858037070716982, 10.526014562940485, 11.892419473050504, 9.73735938324348, 9.73735938324348, 11.892419473050504, 9.266304091264463, 6.335484365319231, 11.2734152046995, 8.222930361108782, 7.2338383444866885, 9.266304091264463, 13.060168243191718, 10.526014562940485, 10.526014562940485, 6.335484365319231, 8.628993158650598, 11.892419473050504, 8.628993158650598, 7.2338383444866885, 6.335484365319231, 8.628993158650598, 7.2338383444866885]"
616,13,400,[27.19356039664154],"454.32874178536366, 642.9658784355249, 763.7402798393199, 1200.722104089561, 1260.700350993861, 1296.4468984673501",200,"[7.760322270545965, 11.2734152046995, 10.526014562940485, 10.526014562940485, 11.2734152046995, 11.2734152046995, 7.760322270545965, 9.266304091264463, 11.2734152046995, 9.266304091264463, 13.060168243191718, 10.526014562940485, 11.892419473050504, 8.577588349812512, 9.266304091264463, 8.577588349812512, 8.148410984433088, 13.858037070716982, 10.526014562940485, 11.892419473050504, 9.73735938324348, 9.73735938324348, 11.892419473050504, 9.266304091264463, 6.215688422232728, 11.2734152046995, 8.148410984433088, 7.2338383444866885, 9.266304091264463, 13.060168243191718, 10.526014562940485, 10.526014562940485, 6.575076251492234, 8.577588349812512, 11.892419473050504, 8.577588349812512, 7.2338383444866885, 6.215688422232728, 8.577588349812512, 7.2338383444866885]"
617,14,400,[18.910308725530008],"434.68760979361457, 610.6986913086698, 761.8993318270316, 1140.612300804433, 1222.0253989139305, 1295.7501728524626",200,"[7.760322270545965, 11.2734152046995, 10.526014562940485, 10.526014562940485, 11.2734152046995, 11.2734152046995, 7.760322270545965, 9.266304091264463, 11.2734152046995, 9.266304091264463, 13.060168243191718, 10.526014562940485, 11.892419473050504, 8.577588349812512, 9.266304091264463, 8.577588349812512, 8.148410984433088, 13.858037070716982, 10.526014562940485, 11.892419473050504, 9.73735938324348, 9.73735938324348, 11.892419473050504, 9.266304091264463, 6.215688422232728, 11.2734152046995, 8.148410984433088, 7.350808967026442, 9.266304091264463, 13.060168243191718, 10.526014562940485, 10.526014562940485, 6.575076251492234, 8.577588349812512, 11.892419473050504, 8.577588349812512, 6.999897099407184, 6.215688422232728, 8.577588349812512, 7.350808967026442]"
618,15,400,[15.018476945387025],"444.7202358184361, 621.8666531281533, 775.3858302408752, 1070.482938393355, 1208.602455131149, 1473.576761354715",200,"[7.760322270545965, 11.235095238080246, 10.343325381690306, 10.343325381690306, 11.235095238080246, 11.235095238080246, 7.760322270545965, 9.317771136049563, 11.537629465957664, 9.317771136049563, 13.060168243191718, 10.617359153565575, 11.9737046771544, 8.222930361108782, 9.317771136049563, 8.628993158650598, 8.222930361108782, 13.858037070716982, 10.617359153565575, 11.537629465957664, 9.317771136049563, 9.899612406511892, 11.9737046771544, 9.317771136049563, 6.335484365319231, 11.235095238080246, 8.222930361108782, 7.350808967026442, 9.317771136049563, 13.060168243191718, 10.617359153565575, 10.617359153565575, 6.335484365319231, 8.628993158650598, 11.9737046771544, 8.628993158650598, 6.999897099407184, 6.335484365319231, 8.628993158650598, 7.350808967026442]"
619,16,400,[19.694508510138874],"439.22243137672314, 615.1893405906586, 769.4717677123331, 1145.627638369565, 1222.954909119649, 1296.1547688057492",200,"[7.760322270545965, 11.235095238080246, 10.343325381690306, 10.343325381690306, 11.235095238080246, 11.235095238080246, 7.760322270545965, 9.317771136049563, 11.537629465957664, 9.317771136049563, 13.060168243191718, 10.617359153565575, 11.9737046771544, 8.222930361108782, 9.317771136049563, 8.628993158650598, 8.222930361108782, 13.858037070716982, 10.617359153565575, 11.537629465957664, 9.317771136049563, 9.899612406511892, 11.9737046771544, 9.317771136049563, 6.215688422232728, 11.235095238080246, 8.222930361108782, 7.350808967026442, 9.317771136049563, 13.060168243191718, 10.617359153565575, 10.617359153565575, 6.575076251492234, 8.628993158650598, 11.9737046771544, 8.628993158650598, 6.999897099407184, 6.215688422232728, 8.628993158650598, 7.350808967026442]"
620,17,400,[19.694094995478196],"439.2211914534135, 615.1743116063565, 769.4753888016452, 1145.6320604428768, 1222.9515951357837, 1296.1603384483549",200,"[7.760322270545965, 11.235095238080246, 10.343325381690306, 10.343325381690306, 11.235095238080246, 11.235095238080246, 7.760322270545965, 9.317771136049563, 11.537629465957664, 9.317771136049563, 12.895400777283617, 10.617359153565575, 11.9737046771544, 8.222930361108782, 9.317771136049563, 8.628993158650598, 8.222930361108782, 13.858037070716982, 10.617359153565575, 11.537629465957664, 9.317771136049563, 9.899612406511892, 11.9737046771544, 9.317771136049563, 6.215688422232728, 11.235095238080246, 8.222930361108782, 7.350808967026442, 9.317771136049563, 13.224935709099817, 10.617359153565575, 10.617359153565575, 6.575076251492234, 8.628993158650598, 11.9737046771544, 8.628993158650598, 6.999897099407184, 6.215688422232728, 8.628993158650598, 7.350808967026442]"
621,18,400,[19.881004825452283],"439.0675868994845, 614.7953775164546, 760.3139973373342, 1145.6396884792223, 1218.747617404995, 1296.5302264003446",200,"[7.760322270545965, 11.235095238080246, 10.343325381690306, 10.343325381690306, 11.235095238080246, 11.235095238080246, 7.760322270545965, 9.266304091264463, 11.537629465957664, 9.266304091264463, 12.895400777283617, 10.617359153565575, 11.9737046771544, 8.222930361108782, 9.266304091264463, 8.628993158650598, 8.222930361108782, 13.858037070716982, 10.617359153565575, 11.537629465957664, 9.575106359975065, 9.899612406511892, 11.9737046771544, 9.266304091264463, 6.215688422232728, 11.235095238080246, 8.222930361108782, 7.350808967026442, 9.266304091264463, 13.224935709099817, 10.617359153565575, 10.617359153565575, 6.575076251492234, 8.628993158650598, 11.9737046771544, 8.628993158650598, 6.999897099407184, 6.215688422232728, 8.628993158650598, 7.350808967026442]"
622,19,400,[19.118725922378736],"436.3486961255852, 610.8475776253516, 775.4839913349302, 1145.6068543963565, 1223.4469360791745, 1296.6862198679453",200,"[7.760322270545965, 11.2734152046995, 10.343325381690306, 10.343325381690306, 11.2734152046995, 11.2734152046995, 7.760322270545965, 9.310101301147228, 11.2734152046995, 9.091115251733395, 12.895400777283617, 10.617359153565575, 11.9737046771544, 8.222930361108782, 9.310101301147228, 8.628993158650598, 8.222930361108782, 13.858037070716982, 10.617359153565575, 11.648563860738815, 9.575106359975065, 9.899612406511892, 11.9737046771544, 9.310101301147228, 6.215688422232728, 11.2734152046995, 8.222930361108782, 7.350808967026442, 9.310101301147228, 13.224935709099817, 10.617359153565575, 10.617359153565575, 6.575076251492234, 8.628993158650598, 11.9737046771544, 8.628993158650598, 6.999897099407184, 6.215688422232728, 8.628993158650598, 7.350808967026442]"
623,20,400,[19.62164779069608],"439.0965180373612, 614.8870433115354, 771.0349878822374, 1145.6494169156508, 1222.4966656186693, 1296.591082690781",200,"[7.760322270545965, 11.235095238080246, 10.343325381690306, 10.343325381690306, 11.235095238080246, 11.235095238080246, 7.760322270545965, 9.310101301147228, 11.537629465957664, 9.091115251733395, 12.895400777283617, 10.617359153565575, 11.9737046771544, 8.371969114460171, 9.310101301147228, 8.628993158650598, 8.148410984433088, 13.858037070716982, 10.617359153565575, 11.537629465957664, 9.575106359975065, 9.899612406511892, 11.9737046771544, 9.310101301147228, 6.215688422232728, 11.235095238080246, 8.148410984433088, 7.350808967026442, 9.310101301147228, 13.224935709099817, 10.617359153565575, 10.617359153565575, 6.575076251492234, 8.628993158650598, 11.9737046771544, 8.628993158650598, 6.999897099407184, 6.215688422232728, 8.628993158650598, 7.350808967026442]"
624,0,400,[15.06759183],"376.9515530089666, 758.244115128849, 1166.5585065323512, 1723.377610721875, 1990.0179376190197, 2161.06920640978",400,"[2.944968406946405, 3.7163917306810403, 3.5166029707289796, 3.4615267556339466, 3.024288613383298, 3.304578457031402, 2.587311213335428, 3.75254589943872, 2.7081269097170435, 3.2300468658660706, 2.777355536219487, 4.95410732830606, 3.0141998297164885, 4.8617577973364, 4.337954077501409, 2.734379586774302, 2.618610074458627, 3.1190259379950054, 3.1688452117405173, 4.733349762545527, 3.5546049348404147, 3.1703304149770934, 3.48928772188538, 3.053054439813882, 2.0432152057660935, 4.790200841836969, 2.3449199813480357, 4.93850393046812, 3.1586381411147775, 3.6768944973710984, 3.3062180117518145, 2.6591341534377584, 2.977077246144714, 3.9051376086978116, 3.784680847049633, 3.4496764375606683, 3.9224700526041745, 3.012185437168737, 3.2133368868737113, 2.786522769836905]"
625,10,400,[19.676278630140946],"373.9220998446248, 693.9808899394895, 1166.4157302487674, 1723.493721431217, 1990.4131238065888, 2158.3364420308208",400,"[9.062057104786513, 11.197884730905368, 10.483019292389633, 10.483019292389633, 9.062057104786513, 9.66514028115231, 8.087760104476951, 11.197884730905368, 8.087760104476951, 9.66514028115231, 8.087760104476951, 14.566751796295847, 9.062057104786513, 14.566751796295847, 13.013862232504227, 8.087760104476951, 8.087760104476951, 9.062057104786513, 9.66514028115231, 14.566751796295847, 10.483019292389633, 9.66514028115231, 10.483019292389633, 9.062057104786513, 6.12964561729828, 14.566751796295847, 7.034759944044107, 14.566751796295847, 9.66514028115231, 11.197884730905368, 9.66514028115231, 8.087760104476951, 9.062057104786513, 11.741411491952979, 11.197884730905368, 10.483019292389633, 11.741411491952979, 9.062057104786513, 9.66514028115231, 8.087760104476951]"
626,11,400,[17.719846481941847],"374.7050232773622, 735.7690157688767, 1168.0542726077513, 1762.5589004957822, 1990.8222274850546, 2161.1805548160237",400,"[9.01288698658676, 11.197884730905368, 10.483019292389633, 10.483019292389633, 9.01288698658676, 9.626632472756398, 8.087760104476951, 11.197884730905368, 8.087760104476951, 9.626632472756398, 8.087760104476951, 14.838916888161272, 9.01288698658676, 14.385308401718895, 13.013862232504227, 8.087760104476951, 8.087760104476951, 9.626632472756398, 9.626632472756398, 14.385308401718895, 10.483019292389633, 9.626632472756398, 10.483019292389633, 9.01288698658676, 6.12964561729828, 14.385308401718895, 7.034759944044107, 14.838916888161272, 9.626632472756398, 11.197884730905368, 9.626632472756398, 8.087760104476951, 9.01288698658676, 11.741411491952979, 11.197884730905368, 10.483019292389633, 11.741411491952979, 9.01288698658676, 9.626632472756398, 8.087760104476951]"
627,12,400,[17.304555958184707],"374.14730862364206, 741.8194653715842, 1167.8948704431136, 1758.5965855560366, 1990.7821479469612, 2161.0088414545453",400,"[9.01288698658676, 11.197884730905368, 10.483019292389633, 10.483019292389633, 9.01288698658676, 9.626632472756398, 7.865055441231814, 11.197884730905368, 8.254788601910803, 9.626632472756398, 8.254788601910803, 14.754369056110582, 9.01288698658676, 14.754369056110582, 13.013862232504227, 8.254788601910803, 7.865055441231814, 9.626632472756398, 9.626632472756398, 14.285325906573744, 10.483019292389633, 9.626632472756398, 10.483019292389633, 9.01288698658676, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.754369056110582, 9.626632472756398, 11.197884730905368, 9.626632472756398, 7.865055441231814, 9.01288698658676, 11.741411491952979, 11.197884730905368, 10.483019292389633, 11.741411491952979, 9.01288698658676, 9.626632472756398, 8.254788601910803]"
628,13,400,[15.965198065673276],"381.4477846587377, 746.7420352472445, 1166.673040652284, 1745.1548159240203, 1990.4831164007696, 2161.428430929859",400,"[9.01288698658676, 11.197884730905368, 10.483019292389633, 10.483019292389633, 9.01288698658676, 9.916194703174824, 7.865055441231814, 11.197884730905368, 8.254788601910803, 9.530111729283588, 8.254788601910803, 14.754369056110582, 9.01288698658676, 14.754369056110582, 13.013862232504227, 8.254788601910803, 7.865055441231814, 9.530111729283588, 9.530111729283588, 14.285325906573744, 10.483019292389633, 9.530111729283588, 10.483019292389633, 9.01288698658676, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.754369056110582, 9.530111729283588, 11.197884730905368, 9.916194703174824, 7.865055441231814, 9.01288698658676, 11.741411491952979, 11.197884730905368, 10.483019292389633, 11.741411491952979, 9.01288698658676, 9.530111729283588, 8.254788601910803]"
629,14,400,[18.33980698230508],"378.3364744318202, 743.2798255973638, 1167.9274032640337, 1796.4321181286382, 1991.0932203325751, 2161.587220782703",400,"[9.01288698658676, 11.197884730905368, 10.560495627454774, 10.36680478979192, 9.01288698658676, 9.916194703174824, 7.865055441231814, 11.197884730905368, 8.254788601910803, 9.530111729283588, 8.254788601910803, 14.754369056110582, 9.01288698658676, 14.754369056110582, 13.013862232504227, 8.254788601910803, 7.865055441231814, 9.530111729283588, 9.530111729283588, 14.285325906573744, 10.560495627454774, 9.530111729283588, 10.560495627454774, 9.01288698658676, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.754369056110582, 9.530111729283588, 11.197884730905368, 9.916194703174824, 7.865055441231814, 9.01288698658676, 11.741411491952979, 11.197884730905368, 10.36680478979192, 11.741411491952979, 9.01288698658676, 9.530111729283588, 8.254788601910803]"
630,15,400,[15.55145507657862],"375.6750198273492, 744.0428054869166, 1166.4906492610853, 1712.5249371987163, 1990.22731334411, 2161.8743019775015",400,"[8.883068479636679, 11.197884730905368, 10.606811858354092, 10.400490915079995, 9.077796240061804, 9.916194703174824, 7.865055441231814, 11.197884730905368, 8.254788601910803, 9.530111729283588, 8.254788601910803, 14.754369056110582, 9.077796240061804, 14.754369056110582, 13.013862232504227, 8.254788601910803, 7.865055441231814, 9.530111729283588, 9.530111729283588, 14.285325906573744, 10.606811858354092, 9.530111729283588, 10.400490915079995, 9.077796240061804, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.754369056110582, 9.530111729283588, 11.197884730905368, 9.916194703174824, 7.865055441231814, 8.883068479636679, 11.741411491952979, 11.197884730905368, 10.400490915079995, 11.741411491952979, 9.077796240061804, 9.530111729283588, 8.254788601910803]"
631,16,400,[13.543400385495652],"376.48201869834975, 764.2323064564, 1165.151044296324, 1672.9735952145015, 1989.7467983237627, 2160.75974492041",400,"[9.01288698658676, 11.089929342078207, 10.606811858354092, 10.400490915079995, 9.01288698658676, 9.916194703174824, 7.865055441231814, 11.30584011973253, 8.254788601910803, 9.665075629109673, 8.254788601910803, 14.754369056110582, 9.01288698658676, 14.754369056110582, 13.013862232504227, 8.254788601910803, 7.865055441231814, 9.462629779370545, 9.462629779370545, 14.285325906573744, 10.606811858354092, 9.462629779370545, 10.400490915079995, 9.01288698658676, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.754369056110582, 9.462629779370545, 11.089929342078207, 9.916194703174824, 7.865055441231814, 9.01288698658676, 11.741411491952979, 11.30584011973253, 10.400490915079995, 11.741411491952979, 9.01288698658676, 9.665075629109673, 8.254788601910803]"
632,17,400,[16.6348044089831],"378.37677724957655, 767.8156375487347, 1167.2145099542865, 1778.5570231288405, 1990.7261624794867, 2161.0967510232795",400,"[8.883068479636679, 11.197884730905368, 10.560495627454774, 10.36680478979192, 9.077796240061804, 9.916194703174824, 7.865055441231814, 11.197884730905368, 8.254788601910803, 9.665075629109673, 8.254788601910803, 14.838916888161272, 9.077796240061804, 14.585273392009201, 13.013862232504227, 8.254788601910803, 7.865055441231814, 9.462629779370545, 9.462629779370545, 14.285325906573744, 10.560495627454774, 9.462629779370545, 10.560495627454774, 9.077796240061804, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.838916888161272, 9.462629779370545, 11.197884730905368, 9.916194703174824, 7.865055441231814, 8.883068479636679, 11.741411491952979, 11.197884730905368, 10.36680478979192, 11.741411491952979, 9.077796240061804, 9.665075629109673, 8.254788601910803]"
633,18,400,[13.59681187512397],"377.3108561277015, 763.9261532806692, 1165.4141763719924, 1679.5756198669962, 1989.7888082388731, 2161.1278115492614",400,"[8.883068479636679, 11.089929342078207, 10.606811858354092, 10.400490915079995, 9.077796240061804, 9.916194703174824, 7.865055441231814, 11.30584011973253, 8.163759744737018, 9.665075629109673, 8.345817459084587, 14.754369056110582, 9.077796240061804, 14.754369056110582, 13.013862232504227, 8.163759744737018, 7.865055441231814, 9.462629779370545, 9.462629779370545, 14.285325906573744, 10.606811858354092, 9.462629779370545, 10.400490915079995, 9.077796240061804, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.754369056110582, 9.462629779370545, 11.089929342078207, 9.916194703174824, 7.865055441231814, 8.883068479636679, 11.741411491952979, 11.30584011973253, 10.400490915079995, 11.741411491952979, 9.077796240061804, 9.665075629109673, 8.345817459084587]"
634,19,400,[16.0503644448286],"381.02803588742455, 764.9334936172974, 1167.239791918223, 1767.1553220494316, 1990.4646640466588, 2161.1061278328816",400,"[8.883068479636679, 11.089929342078207, 10.560495627454774, 10.36680478979192, 9.077796240061804, 9.916194703174824, 7.865055441231814, 11.30584011973253, 8.163759744737018, 9.665075629109673, 8.345817459084587, 14.838916888161272, 9.077796240061804, 14.585273392009201, 13.013862232504227, 8.163759744737018, 7.865055441231814, 9.462629779370545, 9.462629779370545, 14.285325906573744, 10.560495627454774, 9.462629779370545, 10.560495627454774, 9.077796240061804, 6.12964561729828, 14.285325906573744, 7.034759944044107, 14.838916888161272, 9.462629779370545, 11.089929342078207, 9.916194703174824, 7.865055441231814, 8.883068479636679, 11.741411491952979, 11.30584011973253, 10.36680478979192, 11.741411491952979, 9.077796240061804, 9.665075629109673, 8.345817459084587]"
